text,label,sentiment_score
"American, perhaps, nothing military it. I learned (mostly) slugs talked English units high school physics teacher ex-Navy fighter jock book certainly produced military. [Poundals flinking small made math come funny; sort reason proponents SI give using that.] -- ""Insisting perfect safety people balls live real world."" -- Mary Shafer, NASA Ames Dryden",1,0.9081
"Forwarded Neal Ausman, Galileo Mission Director GALILEO MISSION DIRECTOR STATUS REPORT POST-LAUNCH April 16 - 22, 1993 SPACECRAFT 1. On April 19, cruise science Memory Readouts (MROs) performed Extreme Ultraviolet Spectrometer (EUV), Dust Detector (DDS), Magnetometer (MAG) instruments. Preliminary analysis indicates data received properly. 2. On April 19, Command Detector Unit Signal-to-Noise Ratio (CDUSNR) test Radio Frequency Subsystem Automatic Gain Control (RFSAGC) test performed using LGA-1 (Low Gain Antenna #1) DSS-63 (Madrid 70 meter antenna) DSS-61 (Madrid 34 meter antenna), respectively. Data analysis process. These tests periodically performed provide detailed information relative telecom command hardware integrity. 3. On April 19, NO-OP command sent reset command loss timer 264 hours, planned value mission phase. 4. On April 21, first two suppressed carrier/DSN (Deep Space Network) advanced receiver characterization tests performed DSS-14 (Goldstone 70 meter antenna). The spacecraft modulation index varied 43 degrees 90 degrees range ground receiver bandwidth settings. 5. The AC bus imbalance measurement exhibited significant change (greater 25 DN) throughout period DC bus imbalance measurement has. The AC measurement reads 20 DN (4.5 volts). The DC measurement ranged 43 DN (4.6 volts) 138 DN (16.2 volts) currently reads 138 DN (16.2 volts). These measurements consistent model developed AC/DC special anomaly team. 6. The Spacecraft status April 22, 1993, follows: a) System Power Margin - 68 watts b) Spin Configuration - Dual-Spin c) Spin Rate/Sensor - 3.15rpm/Star Scanner d) Spacecraft Attitude approximately 21 degrees off-sun (lagging) 5 degrees off-earth (leading) e) Downlink telemetry rate/antenna- 40bps(coded)/LGA-1 f) General Thermal Control - temperatures within acceptable range g) RPM Tank Pressures - within acceptable range h) Orbiter Science- Instruments powered PWS, EUV, UVS, EPD, MAG, HIC, DDS i) Probe/RRH - powered off, temperatures within acceptable range j) CMD Loss Timer Setting - 264 hours Time To Initiation - 184 hours TRAJECTORY As noon Thursday, April 22, 1993, Galileo Spacecraft trajectory status follows: Distance Earth 169,747,800 km (1.14 AU) Distance Sun 286,967,900 km (1.92 AU) Heliocentric Speed 91,200 km per hour Distance Jupiter 532,735,900 km Round Trip Light Time 18 minutes, 58 seconds SPECIAL TOPIC",1,0.9688
"{Description ""External Tank"" option SSF redesign deleted} Yo Ken, let's keep on-top things! Both ""External Tank"" ""Wingless Orbiter"" options deleted SSF redesign options list. Today's (4/23) edition New York Times reports O'Connor told panel redesign proposals dropped, using ""giant external fuel tanks used launching space shuttles,"" building ""station around existing space shuttle wings tail removed."" Currently, three options considered, presented advisory panel meeting yesterday (and reported today's Times). Option ""A"" - Low Cost Modular Approach This option studied team MSFC. {As aside, SSF redesign teams MSFC, JSC, LaRC supporting SRT (Station Redesign Team) Crystal City. Both LeRC Reston folks also on-site locations, helping respective teams redesign activities.} Key features option are: - Uses ""Bus-1"", modular bus developed Lockheed that's qualified STS ELV's. The bus provides propulsion, GN&C Communications, & Data Management. Lockheed developed Air Force. - A ""Power Station Capability"" obtained 3 Shuttle Flights. SSF Solar arrays used provide 20 kW power. The vehicle flies ""arrow mode"" optimize microgravity environment. Shuttle/Spacelab missions would utilize vehilce power source 30 day missions. - Human tended capability (as opposed old SSF sexist term man-tended capability) achieved addition US Common module. This modified version existing SSF Lab module (docking ports added International Partners' labs, taking place nodes SSF). The Shuttle docked station 60 day missions. The Orbiter would provide crew habitability & EVA capability. - International Human Tended. Add NASDA & ESA modules, add another 20 kW power - Permanent Human Presence Capability. Add 3rd power module, U.S. habitation module, ACRV (Assured Crew Return Vehicle). Option ""B"" - Space Station Freedom Derived The Option ""B"" team based LaRC, lead Mike Griffin. This option looks alot like existing SSF design, come know love :) This option assumes lightweight external tank available use SSF assembly flights (so option ""A""). Also, number flights computed 51.6 inclination orbit, options ""A"" ""B"". The build-up occurs six phases: - Initial Research Capability reached 3 flights. Power transferred vehicle Orbiter/Spacelab, visits. - Man-Tended Capability (Griffin yet adopted non-sexist language) achieved 8 flights. The U.S. Lab deployed, 1 solar power module provides 20 kW power. - Permanent Human Presence Capability occurs 10 flights, keeping one Orbiter on-orbit use ACRV (so sometimes would two Orbiters on-orbit - ACRV, second one comes Logistics & Re-supply). - A ""Two Fault Tolerance Capability"" achieved 14 flights, addition 2nd power module, another thermal control system radiator, propulsion modules. - After 20 flights, Internationals on-board. More power, Habitation module, ACRV added finish assembly 24 flights. Most systems currently SSF used as-is option, exception data management system, major changes.",1,0.9732
I looking source orbital element sets UAF/Space Command. I believe one CompuServe. Please let know possible sources I reach them. Thanks much.,1,0.6486
"Well, almost halfway first round, far things good general: 1. The 2 teams I hate most: Chicago ""Basten"" 3 zip. (even though possibility either still win series, yet ego-thrashing arrogance-smashing underdogs (St. Louis Buffalo) rewarding). 2. Montreal stage team's life good enough go way, yet good able get (really) good draft picks... :-( 3. Is me, anyone also think year cup final played 2 teams WALES? 4. Is playing Montreal I find diques arrogant ***'s, really? 5. Smythe-what???? I'm really getting sick seeing Douggie Wendel night night out... We see Canucks/Jets/Flames action...! 6. Don Cherry ******* alright, hey... politicians... ObLeafsJoke: Q. get cross maple leaf groundhog? A. Six weeks crummy hockey! ------------------------------------------------------------------ L8R, dudes... GO HABS GOOOOOOOOOOOOOOOOOOO! -- --------------------------------------------------------------------------- Jon Shaib ac291@carleton.freenet.ca",0,0.8899
"Hey, could start new game net. It's called 'Where's Roger?' It's similiar 'Where's Waldo?' instead finding Waldo picture people, try find Roger newsgroup net. I predict r.s.basketball.pro next.",0,0.0
If raw materials cost enough getting space would cost effective entire world economy would colapse long space mines could built. Allen,1,0.4767
"I might suggest giving management mumble time asking leading question (in two three parts) What long term expectations space market, projects specifically funding internal funds levels competition expect area. (This last point always worth hitting upper management ""gently"" want think hard good case really competion)",1,0.7269
"Yep, though reasons relatively quiet simple...last year I woofed went 3-1 Canucks...and look got me. :) Domi got tossed 2nd high-sticking major. He playing Kris King Stu Barnes...and line arguably best first two games. Definitely good thing...every little cheer helps, Evan. :) Good thing net need voice operate...I one Sunday night I get home, I hope. White noise come! ;) One thing, I WILL say though...Vancouver KEEP Steve Armitage John Garrett broadcast team...those two BAD, especially spoiled Don Wittman. (At least four five times, Steve called Barnes Selanne. Whoops! :)",0,0.9802
"GS> How transferring control non-profit organisation GS> able accept donations keep craft operational. I seem remember NASA considering Apollo equipment left moon, decided it. Or maybe not...",1,0.3818
"This activity regularly reported Ron's interesting posts. Could someone explain Command Loss Timer is? Thanks, Alan",1,0.5106
"Hi guys, I've hearing lots talk net DC-X DC-Y, none many posts actually explain !!! Sorry FAQ, would somebody please explain are. Reply Email please . . . thanks. Andy ajjb@adam4.bnsc.rl.ac.uk --",1,0.795
"MLB perfectly willing take players Cuba. They defect first. Sort like situation used Russian/Czech/etc hockey players, political situation countries changed.",0,0.6486
"Two years ago Mark Messier appeared David Letterman summer signed wit h Rangers. I remember Mike Gartner taking slapshots camera, one finally bullseye screen went blank. It funny saw it, I guess.",0,0.4404
"The people involved building hardware rather writing press releases. This high-manpower project; *have* spare people sitting around. As I understand it, also feeling part project management publicity good idea. A lot people working changing view, success.",1,0.7964
"I can't believe sh*t like gets attention group playoffs. Ali,you're blabbering moron. At least could've waited 'till end playoffs start dumb letter campaign.",0,-0.8229
"Why use ground launch pad. It entirely posible launch altitude. This Shuttle originally intended do! It might seriously cheaper. Also, bio-engineered CO2 absorbing plants instead many LOX bottles? Stick 'em lunar cave put airlock door.",1,-0.2481
The r.s.h FAQ sheet never fails crash newsreader. The way I avoid crashing (and restarting machine) look headers avoid reading FAQ. Does anyone else problems reading FAQ?,0,-0.3632
"Did Russian spacecraft(s) ill-fated Phobos mission years ago send back images Martian moon? If so, anyone know housed ftp site? Thanks.",1,0.504
"Regarding feasability retrieving HST repair relaunching it: (Caution: speculation mode engaged) There another consideration mentioned yet. I expect retrieving HST would involve 'damaging' considerably order return cradle cargo bay. Most deployed items (antennas and, especially, solar arays) probably retractable fully stowed position, even hand. They would removed astronauts. (The advantage might yield could put new panels 'ring' due thermal cycle stresses...) I also expect that, discussed, landing loads HST optics structure big issue (but reentry loads much less so.) Can moveable optical components even re-caged (I assume caged launch)? ----------------------------------------------------------------------------- Michael Corvin zwork@starfighter.den.mmc.com GN&C R&D Martin Marietta Astronautics ----------------------------------------------------------------------------- =============== My views, Martin Marietta's ========================",1,0.6369
"These new rule changes great! However, I think rules MUCH complicated. How normal average fan able count many fouls player has? And would even remember names players, order determine drew foul! And, course, new ""sub-positions"", like power center sits slot (blue, course) puck comes near him, ""shooting defenseman"" ""point defenseman"". Finally, able keep stats best worst penalty-shot takers. Since almost everyone ice getting fouled, able see Ulf Samuellson (sp?) Tie Domi miss penalty shots like crazy. ;-) ;-) ;-) -- Keith Keller LET'S GO RANGERS!!!!! LET'S GO QUAKERS!!!!! kkeller@mail.sas.upenn.edu IVY LEAGUE CHAMPS!!!!",0,0.9028
Need I say more???????,0,0.0
"Archive-name: space/data Last-modified: $Date: 93/04/01 14:39:07 $ ONLINE AND OTHER SOURCES OF IMAGES, DATA, ETC. INTRODUCTION A wide variety images, data, catalogs, information releases, material dealing space astronomy may found net. A sites offer direct dialup access remote login access, remainder support form file transfer. Many sites listed providing 'anonymous FTP'. This refers File Transfer Protocol Internet. Sites connected Internet cannot use FTP directly, automated FTP servers operates via email. Send mail containing word HELP ftpmail@decwrl.dec.com bitftp@pucc.princeton.edu, servers send instructions make requests. The sources broadest selection material NASA Ames SPACE archive National Space Science Data Center. Don't even ask images posted net. The data volume huge nobody wants spend time it. VIEWING IMAGES The possible combinations image formats machines forebodingly large, I attempt cover common formats (GIF, etc.) here. To read PDS VICAR (and many other) formats Unix systems running X, use XV 2.11, available anonymous FTP export.lcs.mit.edu (18.24.0.12) contrib/xv-2.11.tar.Z standard X11 FTP sites. The FAQ Usenet group alt.binaries.pictures discusses image formats get image viewing software. A copy document available anonymous FTP Usenet FAQ archives pit-manager.mit.edu (18.72.1.58), directory pub/usenet/alt.binaries.pictures. ONLINE ARCHIVES NASA AMES Extensive archives maintained NASA Ames available via anonymous FTP email server. These archives include many images wide variety documents including FAQ list, NASA press releases, shuttle launch advisories, mission status reports. Please note NOT maintained official basis. FTP users connect ames.arc.nasa.gov (128.102.18.3) look pub/SPACE. pub/SPACE/Index contains listing files available archive (the index 200K itself). To access archives email, send letter archive-server@ames.arc.nasa.gov (or ames!archive-server). In subject letter (or body), use commands like: send SPACE Index send SPACE SHUTTLE/ss01.23.91. The capitalization subdirectory names important. All caps. Only text files handled email server present; use one FTP email servers described introduction section images programs. The Magellan Venus Voyager Jupiter, Saturn, Uranus CD-ROM image disks put online CDROM CDROM2 directories. The disks rotated weekly basis. Thousands images available collections. The GIF directory contains images GIF format. The VICAR directory contains Magellan images VICAR format (these also available GIF directory). A PC program capable displaying files found IMDISP directory (see item ""VIEWING IMAGES"" below). The NASA media guide describes various NASA centers contact public affairs officers; may useful pursuing specific information. It's MISC/media.guide. Any problems archive server reported Peter Yee (yee@ames.arc.nasa.gov). NASA ASTROPHYSICS DATA SYSTEM The ADS distributed data retrieval system easy use provides uniform access ground-based space-based astronomy data NASA data centers across country. It currently 140 data catalogs radio, infrared, optical, UV, X-ray data queried position parameter catalog. The ADS also provides tools manipulate plot tabular results. In addition, ADS Beta version Abstracts Service allows users query 125,000 abstracts astronomy papers since 1975 authors, keywords, title words, abstract text words. ADS use requires direct Internet access. For info sign become user, email ads@cuads.coloradu.edu. The User's Guide ""QuickStart"" Guide available anonymous FTP sao-ftp.harvard.edu directory pub/ads/ADS_User_Guide (PostScript files). Contact Carolyn Stern Grant (stern@cfa.harvard.edu). NASA JET PROPULSION LAB (MISSION INFORMATION AND IMAGES) pubinfo.jpl.nasa.gov (128.149.6.2) anonymous FTP site operated JPL Public Information Office, containing news releases, status reports, fact sheets, images, data JPL missions. It may also reached modem (818)-354-1333 (no parity, 8 data bits, 1 stop bit). Contact newsdesk@jplpost.jpl.nasa.gov phone (818)-354-7170. NASA LANGLEY (TECHNICAL REPORTS) techreports.larc.nasa.gov anonymous FTP site offering technical reports. To get started, cd directory pub/techreports/larc/92 retrieve files README abstracts.92. Most files compressed PostScript. The reports also WAIS database following description: (:source :version 3 :ip-name ""techreports.larc.nasa.gov"" :tcp-port 210 :database-name ""nasa-larc-abs"" :cost 0.00 :cost-unit :free :maintainer ""M.L.Nelson@LaRC.NASA.GOV"" :description ""NASA Langley Research Center Technical Reports Contact tr-admin@techreports.larc.nasa.gov. NASA SPACELINK SpaceLink online service located Marshall Space Flight Center Huntsville, Alabama. The system specifically designed teachers. The data base arranged provide easy access current historical information NASA aeronautics, space research, technology transfer information. Also included suggested classroom activities incorporate information NASA projects teach number scientific principles. Unlike bulletin board systems, NASA Spacelink provide interaction callers. However allow teachers callers leave questions comments NASA may answered regular mail. Messages answered electronically, even acknowledge requests fulfilled mail. Messages generally handled next working day except missions turnaround times increase. The mail system closed-loop user NASA. SpaceLink also offers downloadable shareware public domain programs useful science educators well space graphics GIF images NASA's planetary probes Hubble Telescope. You dial (205)-895-0028 (300/1200/2400/9600(V.32) baud, 8 bits, parity, 1 stop bit), telnet spacelink.msfc.nasa.gov (128.158.13.250, also known xsl.msfc.nasa.gov) Internet. Anonymous FTP capability (password guest) available. Most information also available Ames server directory SPACELINK. NATIONAL SPACE SCIENCE DATA CENTER (NSSDC) The National Space Science Data Center official clearinghouse NASA data. The data catalog (*not* data itself) available online. Internet users telnet nssdca.gsfc.nasa.gov (128.183.36.23) log 'NODIS' (no password). You also get catalog sending email 'request@nssdc.gsfc.nasa.gov'. You also dial (301)-286-9000 (300, 1200, 2400 baud, 8 bits, parity, one stop). At ""Enter Number:"" prompt, enter MD carriage return. When system responds ""Call Complete,"" enter carriage returns get ""Username:"" log 'NODIS' (no password). The system menu-driven; topics available 3/93 are: 1 - Master Directory - NASA & Global Change 2 - Personnel Information Management System 3 - Nimbus-7 GRID TOMS Data 4 - Interplanetary Medium Data (OMNI) 5 - Request data and/or information NSSDC 6 - Geophysical Models 7 - CANOPUS Newsletter 8 - International Ultraviolet Explorer Data Request 9 - CZCS Browse Order Utility 10 - Astronomical Data Center (ADC) 11 - STEP Bulletin Board Service 12 - Standards Technology Information System 13 - Planetary Science & Magellan Project Information 14 - Other Online Data Services NSSDC 15 - CD-ROMS Available NSSDC For users Internet access, datasets made available via anonymous FTP select desired datasets online catalog. For users, data may ordered CD-ROM formats. Among many types data available Voyager, Magellan, planetary images, Earth observation data, star catalogs. Viewers Macintosh IBM systems also available. As example cost, 8 CD set Voyager images $75. Data may ordered online, email, physical mail. The postal address is: National Space Science Data Center Request Coordination Office Goddard Space Flight Center Code 633 Greenbelt, MD 20771 Telephone: (301) 286-6695 Email address: request@nssdca.gsfc.nasa.gov SPACE TELESCOPE SCIENCE INSTITUTE ELECTRONIC INFORMATION SERVICE stsci.edu (130.167.1.2) large amount information Hubble Space Telescope available anonymous FTP, status reports newsletters, addition material oriented towards HST observers proposers. Get top level README file begin with. Contact Pete Reppert (reppert@stsci.edu) Chris O'Dea (odea@stsci.edu). STARCAT The Space Telescope European Coordination Facility, ESO/Garching provides on-line access huge astronomical database, featuring - Observation log files several satellites/telescopes (IUE,IRAS,HST,NTT...). - Spectra images (IUE, HST). - Most astronomical catalogues (SAO, HR, NGC, PPM, IRAS, Veron, GSC many others, 50) convenient way (give center+radius+kind objects, get corresponding files!). Log ``starcat'' (no password) node stesis.hq.eso.org (134.171.8.100) STESIS (DECnet). The files created retreived FTP. Contact: Benoit Pirenne, bpirenne@eso.org (phone +49 89 320 06 433) ST-ECF ASTRONOMICAL DATABASES The full SAO stellar database *NOT* available online, probably due 40 MB size. It may ordered magnetic tape NSSDC. A subset containing position magnitude available FTP (see ""Astronomy Programs"" below). nic.funet.fi (128.214.6.100) large collection astronomical programs many types computers, databases stars deep sky objects, general astronomy information directory /pub/astro. This site mainly European users, overseas connections possible. The Ames archives contain database 8,436 galaxies including name, RA, declination, magnitude, radial velocity MISC/galaxy.dat. Supplied Wayne Hayes (wayne@csri.utoronto.ca). iris1.ucis.dal.ca (129.173.18.107) number GIFs Voyager, Hubble, sources available anonymous FTP pub/gif (most data also SPACE/GIF Ames server). Please restrict access 5pm - 8am Atlantic time. pomona.claremont.edu Yale Bright Star catalog anonymous FTP directory [.YALE_BSC]. Contact James Dishaw (jdishaw@hmcvax.claremont.edu). The Hubble Guide Star catalog available CD-ROM Mac PC $49.95 US (catalog # ST101). Astronomical Society Pacific 390 Ashton Ave. San Francisco, CA 94112 Phone: (415) 337-2624 9 AM - 3 PM Pacific Time FAX: (415) 337-5205 For German (and possibly European) readers, Jost Jahn service distribute astronomical data interested amateurs cost. About 30-40 catalogs available DM 6..8/disk. Several floppy disk formats available. Because expense receiving email system, asks contact physical mail: Jost Jahn Neustaedter Strasse 11 W-3123 Bodenteich GERMANY Phone: FRG-5824-3197 ASTRONOMY PROGRAMS Various astronomy-related programs databases posted net past archived anonymous FTP multiple sites, including ftp.uu.net (137.39.1.9). Also see ASTRO-FTP list posted sci.astro monthly, complete list. Astonomical/Space-related sources interest comp.sources.unix: Volume 8: phoon moon phase date routines Volume 12,13: starchart starchart program & Yale Star data Volume 15: moontool shows moon phase picture Suns Volume 16: sao reduced SAO catalog Astonomical/Space-related sources interest comp.sources.misc: Volume 8: moon another moon phase program Volume 11: starchart starchart program, version 3.2 Volume 11: n3emo-orbit orbit: track earth satellites Volume 12: starchart2 starchart program, update version 3.2.1 Volume 13: jupmoons plotter Jupiter's major moons [in perl] Volume 13: lunisolar lunisolar (not sure does) Volume 14: ephem-4.21 astronomical ephemeris, v4.21 Volume 14: n3emo-orbit patch orbit 3.7 Volume 18: planet planet generation simulator Elwood Downey (e_downey@tasha.cca.cr.rockwell.com), author ""ephem"", offered mail copies people can't find one archives. XSAT, X Window System based satellite tracking program, available anonymous FTP export.lcs.mit.edu (18.24.0.12) contrib/xsat1.0.tar.Z. Contact Dave Curry (davy@ecn.purdue.edu) information. Xsky, computerized sky atlas X Window System, available anonymous FTP arizona.edu directory [.SOFTWARE.UNIX.XSKY] xsky.tarz. Contact Terry R. Friedrichsen (terry@venus.sunquest.com) information. The ""Variable Stars Analysis Software Archive"" available via anonymous FTP kauri.vuw.ac.nz (130.195.11.3) directory pub/astrophys. This intended specialists field, would appreciate people outside New Zealand confining FTP access astrophys directory, pay significant amount Internet access. Contents relatively sparse present due youth archive - contributions encouraged. Contact archive administrator, Timothy Banks (bankst@kauri.vuw.ac.nz) information. The ""IDL Astronomy Users Library"" available anonymous FTP idlastro.gsfc.nasa.gov (128.183.57.82). This central repository general purpose astronomy procedures written IDL, commercial image processing, plotting, programming language. Contact Wayne Landsman (landsman@stars.gsfc.nasa.gov) information. ORBITAL ELEMENT SETS The recent orbital elements NASA Prediction Bulletins carried Celestial BBS, (513)-427-0674. Documentation tracking software also available system. The Celestial BBS may accessed 24 hours/day 300, 1200, 2400 baud using 8 data bits, 1 stop bit, parity. Orbital element sets available via anonymous FTP following sites: archive.afit.af.mil (129.92.1.66) NASA,TVRO,Shuttle directory: /pub/space ftp.funet.fi (128.214.6.100) NASA,TVRO,Molczan,CelBBS, directory: /pub/astro/pc/satel Shuttle (*) kilroy.jpl.nasa.gov (128.149.1.165) NASA,Molczan directory: /pub/space/ SPACE DIGEST ARCHIVES Copies back issues Space Digest archived LISTSERV@UGA.BITNET. Send mail containing message ""INDEX SPACE"" get index files; send message ""GET filename filetype"" get particular file. LANDSAT AND NASA PHOTOS You get black-and-white 1:1M prints, negatives, positives $10, $18, $12 respectively Landsat data 2 years old EDC, (Eros (Earth Resources Orbiting Satellite) Data Center). Call (605)-594-6511. You get 80 meter resolution MSS scanner, 135x180 kilometers picture 135x180 mm size. I think select one band (green, red, near IR, second near IR), I'm sure. Digitial data also available higher prices. Transparencies NASA photos available public borrowed NASA photo archive; copies prints made. NASA Audio-Visual Facility 918 North Rengstorff Ave Mountain View, CA 94043 (415)-604-6270 PLANETARY MAPS The USGS address maps planets is: U.S. Geological Survey, Distribution Branch, Box 25286, Federal Center, Bldg. 41 Denver, CO 80225 Maps cost $2.40 $3.10 per sheet (a come sets 2 3 sheets). The best global maps Mars based Viking images 1:15,000,000 scale 3 sheets. These maps are: I-1535 (2 sheets only) - relief, albedo, names I-1535 I-1618 (3 sheets) - relief, names I-2030 (3 sheets) - relief, topographic contours I-1802-A,B,C (3 sheets) - geology There many maps well: 30 sheets 1:5,000,000 scale relief, albedo, geology, photomosaic forms (not 30 sheets available formats); 140 sheets 1:2,000,000 scale photomosaics whole planet, 100 sheets interesting sites 1:500,000 scale photomosaic format, lots special sheets. Then maps Mercury, Venus, Moon, four Galilean Satellites, six moons Saturn five Uranus. [Phil Stooke (stooke@vaxr.sscl.uwo.ca), author item, offered respond email requests information topic relating lunar planetary maps.] COMETARY ORBIT DATA The Central Bureau Astronomical Telegrams Minor Planet Center announce sixth edition Catalogue Cometary Orbits IAU Circular 4935. The catalogue contains 1292 entries represent known comets November 1989 96 pages long. Non-subscribers Circulars may purchase catalogue $15.00 cost subscribers $7.50. The basic catalogue ASCII along program extract specific orbits calculate ephemerides available MS-DOS 5.25-inch 2S2D diskette cost $75.00 (the program requires 8087 math coprocessor). The catalogue alone also available e-mail $37.50 magnetic tape $300.00. Except printed version catalogue, various magnetic media e-mail forms catalogue specifically meantion non-subscribers. It possible forms catalogue may available non-subscribers prices may expensive given. Mail requests specific information orders to: Central Bureau Astronomical Telegrams Smithsonian Astrophysical Observatory Cambridge, MA 02138, USA",1,0.9979
"I agree Keenan excellent choice. Did see Mike Lupica's column Sunday's news? My sentiments exactly. I think may one instill hunger fire hearts next season. Either going kicking alot butt! I'm here, new group keeping fairly quiet (you know, ""lurking"" thing). I sense many Rangers fans list either. I die-hard Ranger fan (I guess I - I sat Garden throughout Penguins' - led Mario's 5 goals - decimation 4/9), sick abundance talent totally untapped, lack heart displayed season. Hurlbut injured quite while. I'm sure, I think may recovered time playoff run, so, like you, question used. I believe Kocur used, many instances, intimidation factor. Granted, seemed get awful lot ice time reason alone, realize team REAL physical intimidation (I'd like nickel every time J.D. said 'They've got take body more'), got least illusions ;-( I agree I know. Sorry, I agree here. I think Joey C. good job filling asked to. I can't imagine easy going near 0 ice time full timer. I seem remember turning puck blue line much, failing clear zone. He worked hard, least make rookie mistakes. As said interview, give has. did. Absolutely. I think attendance Garden better last day season, average night Islanders. The man awesome. In way, I'm enjoying playoffs more, Rangers them. I really appreciate glory Mario getting without 'hating' opposing team. He deserves all, far I'm concerned. - Mary",0,0.9573
"Francis got 101 89-90, last full season Hartford.",0,0.0
I agree thouroughly!! Screw damn contractual agreements! Show exciting hockey game. They lose fans ESPN (of I one quite while) quickly decisions like this. Just $.02,0,0.6571
"Doesn't also Statue Liberty Richter's Mask? The back actually Bee followed Z represent Beezer. It also something looks like three interconnecting circles Led Zepplin 4 album cover. Is supposed be? anybody know would put there? Ali? John ""The official Language Golf Profanity""",0,-0.304
"Ron Miller space artist long distinguished career. I've admired paintings (remember USPS Solar System Exploration Stamps last year?) writings history spaceflight. For several years working *big* project almost ready hit streets. A brochure publisher landed mailbox, I thought cool enough type part (it's rather long). Especially given Net's strong interest vaporware spacecraft... ================================== The Dream Machines: An Illustrated History Spaceship Art, Science, Literature By Ron Miller Foreword Arthur C. Clarke Krieger Publishing Company Melbourne, Florida, USA Orig. Ed. 1993 Pre-publication $84.50 ISBN 0-89464-039-9 This text history spaceship cultural technological phenomenon. The idea vehicle traversing space betwen worlds spring full-blown existence tlatter half theis century. The need preceded ability ot make device several hundred years. As soon realized worlds one, human beings wanted reach them. Tracing history many imaginative, often prescient, attempts solve problem also reflects history technology, science, astronomy, engineering. Once space travel became feasible, many spacecraft concepts developed ever got drawing board-- ground, matter. These also described theis book, reason pre-space-age pre-flight ideas are: accurate reflections particular era's dreams, abilities, knowledge. Virtually every spaceship concept invented since 1500, well selected events important developing idea extraterrestrial travel, listed chronologically. The chronological entries allow comparisons actual astronautical events speculative ventures. They also allow comparisons simultaneous events taking place different countries. They reveal connections, influences, evolutions hitherto unsuspected. Every entry accompanied least one illustration. Nearly every spacecraft concept illustrated schematic drawing. This allows accurate comparisons made designss, visualize differences, similarities, influences. This text interest students astronautical history, also model builders would interested schematic diagrams. Science fiction fans well aviation history buffs historians science also find book fascinating. The unique collection illustrations makes visually attractive interesting history spaceship. SPECIAL FEATURES Includes scale drawings several hundred spacecraft, real fictional Contains scores illustrations: artwork, drawings, photos contemporary subject. This includes extremely rare illustrations scarce books novels, exclusive photos drawings fromSoviet spacecraft; rare stills famous obscure science fiction films, unpublished photographs NASA archives An index, bibliography, appendices included. CONTENTS Part I The Archaeology Spaceship (360 B.C. 1783 A.D.) Part II The invention Spaceship (1784-1899) Part III The Experimenters (1900-1938) Part IV The World War (1939-1945) Part V The Golden Age Spaceship (1946-1960) Part VI The Dawn Space Age (1961 present) ABOUT RON MILLER [The brochure page stuff here; I'll try hit high spots.] Former art director Albert Einstein Planetarium Smithsonian's National Air Space Museum Member International Association Astronomical Arts, member International Astronautical Association, Fellow British Interplanetary Society, consulting editor *Air & Space Smithsonian* magazine Author, co-author, editor, sole illustrator many books since 1979, including *Space Art*, *Cycles Fire*, *The Grand Tour*, many others, well many articles papers Book jackets interior art dozen publishers Contributor IBM traveling exhibition book *Blueprint Space* Production illustrator movies *Dune* *Total Recall* Designer ten-stamp set commemorative space postage stamps U.S. Postal Service 1991 (Solar System Exploration) ORDERING INFORMATION Pre-publication price $84.50 1 May 1993 Afterwards, price $112.50 Krieger Publishing Company PO Box 9542 Melbourne, FL 32902-9542 USA Direct order line (407)727-7270 Fax (407)951-3671 Add $5.00 shipping UPS within USA first book, $1.50 additional book. For foreign orders, add $6.00 first book, $2.00 additional. Additional charges airmail shipments.",1,0.9907
,1,0.0
"Attention Penguins fans again, apparently 99.999% understand joke (Hence :-) next it) one idiot got pissed sent two hate e-mails telling wrong. I intentions sending e-mail anyone Pens win tonight, I really expect/do intend lead send poster e-mail either. It NOT serious request. If know (which probably did) it. Thanks.",0,-0.5964
"In Boston area, hear Rangers WFAN Devils WABC, Whalers WTIC Red Wings WJR. This course addition Bruins currently WEEI may move WHDH fools WEEI owned Celtics thus show Bruins every time conflict. You also get WBAL Baltimore I think hockey. BTW, I got station Indiana Fort Wayne Comets games.",0,-0.8481
,1,0.0
"This brings question I asked (no answer) mentionned NHL could expand Europe. Would North-americans playing NHL willing play team Europe? I think majority hockey players necessarily interested expanding cultural experience level. (I know I would I pro hockey player) When one recalls players remarks last years makes wonder European expansion could achieved. Remember these: - Lindros want play Quebec (for $ reasons) - Nicholls ... Edmonton. - R. Courtnall wanted traded LA only. - C. Lemieux said would refuse go Edmonton earlier year. I know many non-cultural reasons behind more: - Some american players played Expos complained french fact city quite like US cities. One players' wife trying make point went complain could even find favorite brand nacho chips Montreal. Anybody knows happened US football players moved London, Spain, etc .. one year new football league (2 years ago?) I wonder players association thinks going Europe. Myself I would like see European teams, would best way it?",0,0.9597
"Hello, I new news group, I need info. I currently project class Internet. I looking good sources information space astronomy, notably, solar system. If anyone knows good sites I get information kinda stuff, please e-mail STK1663@VAX003.STOCKTON.EDU. Thanx. ----Steve (my newsreader .sig yet, sorry.)",1,0.7796
"Perish thought...but know, may right, least far MAJOR LEAGUE professional sports teams go. They seem becoming BIG MONEY games, much previous time. To think I ever able move back home several years now, may AHL team, best...SIGH.",0,0.0
Does anyone know size cold gas roll control thruster tanks sounding rockets?,1,0.0
